リスクモデルを限定的に定義すると、「会社が被る損失や損失を評価するために必要となる情報について、その発生する規模と_____の関係を明示したもの」とされます。空欄を埋めなさい。,確率
リスクモデルの階層による分類で、主に特定のリスク区分や事業分野を対象に構築されるモデルを何と呼びますか？,個別リスクモデル
リスクモデルの階層による分類で、複数のリスク区分や事業分野にわたり、相関関係を考慮しながら統合して構築されるモデルを何と呼びますか？,統合リスクモデル
リスクモデルの定量化手法として、過去の実績データ等を使用して確率分布とそのパラメータを推定する手法を何といいますか？,統計的手法
リスクモデルの定量化手法として、工学的な理論に基づきモデル化する手法で、主に自然災害保険金の評価に用いられるものを何といいますか？,工学的手法
工学的リスクモデルを用いるメリットの一つは、事故頻度が極めて低い事象に対して、不足する統計データを_____で補完できることです。空欄を埋めなさい。,工学的理論（地震工学、風工学等）
リスクモデルの意義として、複数のリスクを合算評価する際に、リスクの_____を反映できることが挙げられます。,分散効果
既経過責任部分の損害保険リスクのモデル化で対象となるリスクは何ですか？,支払備金変動リスク
"マックモデルにおいて、次年度の累計発生保険金$D_{i, k+1}$の分散は、前年度の累計発生保険金$D_{i, k}$に比例すると仮定されます。この関係式を示しなさい。","$Var(D_{i,k+1}|D_{i,1}, ..., D_{i,k}) = D_{i,k} \cdot \sigma^2_k$"
マックモデルは、チェインラダー法に分散と独立性の条件を追加したものであり、_____を特定せずに計算が行える点に特徴があります。,確率分布形
過分散ポアソンモデルでは、単年保険金$C_{ij}$の期待値と分散にはどのような関係があると仮定しますか？（$\phi$を分散パラメータとする）,$E[C_{ij}] = m_{ij}$ であり、$Var[C_{ij}] = \phi \cdot m_{ij}$ の関係があると仮定します。
過分散ポアソンモデルでパラメータを推定する際、対数リンク関数を用いて線形結合の形にするモデルを何と呼びますか？,一般化線形モデル（GLM）
未経過責任のクレームモデリングにおいて、大口クレームに至らない、発生頻度がある程度あるクレームを何と呼びますか？,通常クレーム（Attritional Claim）
通常クレームと大口クレームを分けてモデル化する主な理由は何ですか？,まとめてモデル化すると、分布のテイル部分の適合精度が悪くなる懸念があるため。
まれにしか発生しない現象に着目した理論で、巨大自然災害リスクやテイルリスクの評価に活用される理論は何ですか？,極値理論（Extreme Value Theory : EVT）
極値理論のモデルの一つで、独立同分布の標本の最大値が従う分布の特性を扱うモデルを何といいますか？,ブロック最大値モデル
ブロック最大値モデルにおいて、多くの連続分布からの標本の最大値を正規化した値が従う分布を何と呼びますか？,一般化極値分布（Generalized Extreme Value Distribution : GEV）
一般化極値分布（GEV）の3つのパラメータを挙げてください。,位置パラメータ（$\mu$）、尺度パラメータ（$\sigma$）、形状パラメータ（$\xi$）
極値理論のモデルの一つで、ある閾値を超過した標本の確率的性質を扱うモデルを何といいますか？,閾値超過モデル
閾値超過モデルにおいて、閾値を超過した部分の分布が近似的に従う分布を何と呼びますか？,一般化パレート分布（Generalized Pareto Distribution : GPD）
一般化パレート分布（GPD）の2つのパラメータを挙げてください。,尺度パラメータ（$\beta$）、形状パラメータ（$\xi$）
自然災害リスクモデルは、一般的に「ハザード評価」「_____」「支払条件の考慮」の3つの過程で構成されます。空欄を埋めなさい。,脆弱性評価
自然災害リスクモデルにおける「ハザード評価」とは何を行う過程ですか？,イベントごとの規模や位置、発生頻度等を設定し、各地点における物理的強度（地震動強さ、風速等）を評価する過程。
自然災害リスクモデルにおける「脆弱性評価」とは何を行う過程ですか？,ハザードの物理的強度と建物等のエクスポージャーの損傷規模の関係を定量化する過程。
脆弱性評価で用いられる、ハザードの物理的強度と平均的な損傷規模の関係をグラフで表したものを何と呼びますか？,脆弱性曲線
自然災害リスクモデルの出力で、推定支払保険金総額と、当該金額以上の損害が生じる確率（超過確率）との関係を表したグラフを何と呼びますか？,超過確率曲線（リスクカーブ）
超過確率曲線の一種で、1年間に発生しうるすべてのイベントの推定支払保険金総額の合計と超過確率の関係を評価したものを何と呼びますか？,年間集積損失分布（AEP: Aggregate Exceedance Probability）
年間集積損失分布（AEP）の下側の面積、すなわち期待値は何に相当しますか？,年間平均損失（AAL: Annual Average Loss）、または純保険料
地震の発生確率評価において、プレート運動による応力蓄積と地震による応力開放の物理的過程を踏まえ、地震発生間隔をBPT分布と仮定したモデルを何といいますか？,BPTモデル
活動履歴が不明の活断層帯等の地震発生確率評価に用いられるモデルは何ですか？,ポアソン過程モデル
地震ハザードの評価において、基盤の最大速度を推定するために用いられる、マグニチュードや震源距離等の関数で表される式を何といいますか？,距離減衰式
台風リスクモデルにおいて、過去のデータから設定した確率分布に基づき、発生数・位置・経路・気圧場などを設定したものを何と呼びますか？,仮想台風シナリオ
台風ハザードの評価では、保険の目的が所在する場所の風速として、一般に何が用いられますか？,最大瞬間風速
水災モデルは、通常起こりうる規模の水災を対象とする_____と、未発生の巨大事故を対象とする工学モデルで構成されます。,統計水災モデル
水災の工学モデルは、被害の発生原因によって主に３つに分類されます。外水氾濫、内水氾濫とあと一つは何ですか？,高潮氾濫
資産運用リスクのうち、金利、為替、株価等の変動により発生するリスクを何といいますか？,市場リスク
"信用リスクを計測する際の3つの主要な要素（PD, LGD, EAD）をそれぞれ日本語で答えなさい。",デフォルト確率（PD）、デフォルト時損失率（LGD）、デフォルト時エクスポージャー（EAD）
バーゼル規制におけるオペレーショナルリスクの計測手法のうち、銀行の内部モデルに基づいて算出する手法を何といいますか？,先進的計測手法（AMA）
バーゼル規制の先進的計測手法が廃止される理由として、内部モデルによる計測が過度に複雑で_____に乏しく、過小資本の懸念があるとされました。空欄を埋めなさい。,比較可能性
リスクの統合方法のうち、個々のリスクの和の分布を求め、そのリスク量を計測することで会社全体のリスク量を求める方法を何といいますか？,損失額レベルでの統合
リスクの統合方法のうち、個々のリスクについて計測したリスク量をその相関などを考慮して統合する方法を何といいますか？,リスク量レベルでの統合
"すべての周辺分布が[0,1]上の一様分布であるような多変量の同時分布関数で、リスクの依存構造をモデル化するのに用いられるものは何ですか？",コピュラ（copula）
各リスクごとに計測したリスク量をもとに、各リスク間の相関係数を反映して統合リスク量を求める、計算が容易な手法は何ですか？,分散共分散法
構築されたモデルと真の分布の近さを対数尤度に基づき評価する枠組みで、モデルの複雑さに対するペナルティ項を含む指標を総称して何といいますか？,情報量規準（Information Criterion）
赤池の情報量規準（AIC）の計算式を、対数尤度$l(\hat{\theta})$とパラメータ数$p$を用いて示しなさい。,$AIC = -2l(\hat{\theta}) + 2p$
ベイズ情報量規準（BIC）の計算式を、対数尤度$l(\hat{\theta})$、パラメータ数$p$、観測データ数$n$を用いて示しなさい。,$BIC = -2l(\hat{\theta}) + log(n)p$
よいリスク尺度が満たすべき性質をすべて満たすリスク尺度を何といいますか？,コヒーレントリスク尺度
コヒーレントリスク尺度が満たすべき性質の一つで、「いかなる場合においてもより大きな損失額をもたらすリスクに対してより大きな評価をあたえる」という性質を何といいますか？,単調性
コヒーレントリスク尺度が満たすべき性質の一つで、「リスク$X$に対して定額の損失$c$をあわせたリスクに対する評価が、リスクの評価に$c$を加算したものになる」という性質を何といいますか？,平行移動不変性
コヒーレントリスク尺度が満たすべき性質の一つで、「2つのリスクをあわせたリスクに対する評価が、それぞれのリスクについての評価の合計額以下になる」という性質を何といいますか？,劣加法性
リスクの分散効果を反映する、コヒーレントリスク尺度の性質は何ですか？,劣加法性
コヒーレントリスク尺度が満たすべき性質の一つで、「リスク$X$に定数$c(c>0)$を乗じたリスクに対する評価が、リスク$X$の評価の$c$倍になる」という性質を何といいますか？,正の同次性
信頼水準$\alpha$のVaR（Value at Risk）は、損失を表す確率変数$X$の分布関数$F_X(x)$を用いてどのように定義されますか？,$VaR_\alpha(X) = min\{x|F_X(x) \ge \alpha\}$
VaRは一般的にコヒーレントリスク尺度のどの性質を満たさないため、コヒーレントリスク尺度ではありませんか？,劣加法性
VaR以上の損失が発生したという条件の下での損失額の期待値として定義されるリスク尺度を何といいますか？,TVaR（Tail VaR）
TVaR（Tail VaR）の定義式を、確率変数$X$と$VaR_\alpha(X)$を用いて示しなさい。,$TVaR_\alpha(X) = E[X|X \ge VaR_\alpha(X)]$
会社全体の経済資本（リスク量）を、事業領域や商品等のビジネスユニットに配賦することを何といいますか？,経済資本配賦
経済資本配賦の意義は、各ビジネスユニットのテイクしたリスクや負担すべき資本コストと対比した_____の評価を、会社全体と整合的に行うことにあります。空欄を埋めなさい。,リターン（リスク調整後収益）
経済資本配賦手法の望ましい性質の一つで、各ビジネスユニットへの配賦資本の総和が、会社全体の経済資本に一致するという性質を何といいますか？,配賦資本の総和は会社全体の経済資本と一致する（Full Allocation）
会社全体の経済資本と、会社全体から特定のビジネスユニットを除外したポートフォリオの経済資本との差で定義される配賦手法は何ですか？,限界資本（Marginal Risk Contribution）による配賦
協力ゲーム理論を応用した配賦手法で、あらゆるビジネスユニットの追加順序に対する限界資本の平均値として配賦資本を計算する手法は何ですか？,Shapley値
正の同次性を持つ連続微分可能なリスク尺度$\rho$に対して、配賦資本を$\frac{d\rho(X + hX_i)}{dh}|_{h=0}$として計算する手法を何といいますか？,Euler配賦
Euler配賦は、ある性質を満たす唯一の配賦手法であることが知られています。その性質とは何ですか？,RORAC整合性
リスク尺度として標準偏差$\sigma(X)$を用いた場合、Euler配賦によるビジネスユニット$i$の配賦資本は、共分散を用いてどのように表されますか？,"$\frac{Cov(X_i, X)}{\sigma(X)}$"
リスク尺度として$VaR_\alpha(X)$を用いた場合、Euler配賦によるビジネスユニット$i$の配賦資本は、条件付き期待値を用いてどのように表されますか？,$E[X_i|X = VaR_\alpha(X)]$
リスク尺度として$TVaR_\alpha(X)$を用いた場合、Euler配賦によるビジネスユニット$i$の配賦資本は、条件付き期待値を用いてどのように表されますか？,$E[X_i|X \ge VaR_\alpha(X)]$